BINs,Type,Score,S_EUI,BBL
4266168,Multifamily Housing,97,80.3,4122770001
4266198,Office,57,126.9,4122780060
4266766,Multifamily Housing,37,165.9,4123110030
4435291,Multifamily Housing,,,4123220001
4267002,Multifamily Housing,84,104.2,4123230036
4267203,Multifamily Housing,29,161.7,4123340273
4279609;4279608;4311799;4279610;4279611;4279616;4279613;4279614,Multifamily Housing,100,,4124830030
" 4436334, 4436356, 4436357, 4454070, 4436340, 4448681, 4436332, 4841296, 4436341, 4436335, 4436339, 4436346, 4829402, 4436354, 4436333, 4436337, 4436343, 4436336, 4436353, 4436338, 4436342, 4436344, 4436345, 4436347, 4436349, 4436350, 4436351, 4436352, 45",Multifamily Housing,5,195.1,4124950002
4270075,Self-Storage Facility,,,4125160057
4435379;4435380;4460766;4435378;4460600;4460604;4460606;4460609;4460616;4460617;4460619;4460620;4460652;4460653;4460656;4460657;4460658;4460660;4460661;4460665;4460669;4460716;4460726;4460730;4460755;4460756;4460758;4460765;4460767;4460768;4460770;4460774,Multifamily Housing,,166.5,4129450002
4279577,Office,85,150.2,4129800001
4279930,Retail Store,59,187,4129990044
4279935,Office,51,229.5,4129990220
4440705,Manufacturing/Industrial Plant,,349.4,4131930170
4286131,Other - Lodging/Residential,,188.7,4133800011
4286135,Other - Lodging/Residential,,254.7,4133810001
4286179,Non-Refrigerated Warehouse,20,,4134120001
4286180,Non-Refrigerated Warehouse,42,,4134130001
4286188,Residence Hall/Dormitory,,,4134150001
4286190,Non-Refrigerated Warehouse,5,174.3,4134160001
4286785,Non-Refrigerated Warehouse,77,120.2,4134740004
4441698,Non-Refrigerated Warehouse,79,,4134740012
4536901,Office,71,188.1,4142600090
4312772,Non-Refrigerated Warehouse,1,171841.3,4150100001
4296641,Non-Refrigerated Warehouse,82,,4150110006
4449684;4449685;4449686;4449687;4449688;4449689;4449690;4449691;4449692,Multifamily Housing,7,,4155010002
4297683,Multifamily Housing,,,4155070007
4297973,Multifamily Housing,29,174.3,4155410017
4298196,Multifamily Housing,97,74.9,4155550001
4298198,Multifamily Housing,79,98,4155550018
Not Available,Multifamily Housing,100,87.1,4155560001
Not Available,Multifamily Housing,100,82.4,4155560063
4311017,Multifamily Housing,56,,4155577501
4298265,Multifamily Housing,69,128.5,4155620001
4298279,Multifamily Housing,92,84.9,4155630046
4298281;4825498,Multifamily Housing,17,170,4155630056
4298504,Courthouse,,465.4,4155740008
4298506,Multifamily Housing,9,184.1,4155740020
4298662,Multifamily Housing,84,106,4155840004
4298759,Other,24,145.9,4155910001
4537516,Multifamily Housing,,,4156127501
4538067;4858162,Multifamily Housing,94,,4156127502
4299188,Multifamily Housing,81,113.7,4156220100
4299197,Multifamily Housing,99,74.4,4156240001
4299201,Multifamily Housing,61,137.1,4156250001
4299223,Multifamily Housing,97,,4156270001
4299228,Medical Office,67,196.7,4156270045
4299259,Multifamily Housing,100,63.8,4156290062
4454258,K-12 School,1,246.6,4156340094
4430537,Hospital (General Medical & Surgical),47,493.8,4156360001
4436181;4436179;4436178;4436180,Multifamily Housing,63,125.7,4156380001
4299548,Multifamily Housing,100,43.5,4156610012
4299581,Multifamily Housing,90,,4156630009
4299616,Multifamily Housing,29,162,4156640001
4452154;4452153,Multifamily Housing,4,,4156650001
4300196,Multifamily Housing,8,,4157090006
4300850,Multifamily Housing,33,161.3,4157440007
4300884,Multifamily Housing,88,,4157520001
4300914,Multifamily Housing,53,130.2,4157530072
4300982,Multifamily Housing,40,137.5,4157620008
4301056,Senior Care Community,94,158.1,4157670050
4301169;4821801,Multifamily Housing,54,124.3,4157710038
4301173,Multifamily Housing,51,135.7,4157710064
4436113;4440807;4436112;4440804;4440806;4440805,Multifamily Housing,100,,4157800100
4440811;4440810;4817254;4436091;4436092;4440808;4440809;4836159;4836160  ,Multifamily Housing,100,,4157800020
4301620,Multifamily Housing,66,,4158100025
4453812,Multifamily Housing,84,106.7,4158100030
4457773,Multifamily Housing,75,138.5,4158100040
4301622,Multifamily Housing,28,167.9,4158100055
4440813,Multifamily Housing,99,,4158100071
4534406,Multifamily Housing,100,,4158150071
4439085;4436086;4436087,Multifamily Housing,90,,4158150220
4301900;4831373,Other,,,4158430001
4301925,Senior Care Community,27,264.1,4158900042
4301926;4430540;4436419;4436420;4436421;4436422;4436423;4436424;4436426;4437858;4533004,Multifamily Housing,1,,4158920001
4436427,Multifamily Housing,,147.1,4158950050
4536888,Multifamily Housing,97,,4159047501
4301969,Residence Hall/Dormitory,27,247.5,4159080007
4301970,Senior Care Community,7,348.4,4159080009
4312847;4454730;4459305;4459306;4459307;4459308;4459309;4459310;4459311;4459312;4459313;4536731;4536732;4841188;4841191;4841192;4848004,Multifamily Housing,43,151.9,4159260001
4536878,Multifamily Housing,76,,4159317501
4537766,Multifamily Housing,,,4159327501
4537617,Multifamily Housing,77,,4159337501
4454110;4454111,Multifamily Housing,27,166.4,4159450001
4302129;4302142;4463046;4529514;4529892,Multifamily Housing,29,,4159550003
See Primary BBL,See Primary BBL,,,4159600060
4436433;4436434;4436435;4436436;4436437;4436438;4436439;4436440;4436441;4436442;4436443;4436444;4436445;4436446;4436447;4436448;4436449;4436450;4436451;4436452;4436453;4436454;4436456;4440393,Multifamily Housing,4,,4160010002
See Primary BBL,See Primary BBL,,,4160020001
4303321,Multifamily Housing,56,116.4,4160830037
4540153,Multifamily Housing,46,,4161127501
4530771,Multifamily Housing,34,,4161137501
4540153,Multifamily Housing,39,,4161137502
4457807;4457806;4819176;4819177;4831423,Multifamily Housing,85,102.3,4161290001
See Primary BBL,See Primary BBL,,,4161280001
4457808;4819177;4457810,Multifamily Housing,34,148.9,4161300001
4457811,Multifamily Housing,29,155.5,4161310001
4303596,Retail Store,,277.5,4161310010
4540154,Multifamily Housing,99,72.4,4161377502
4464161,Multifamily Housing,,200.1,4161510006
Not Available,Senior Care Community,85,124.1,4161510092
4445407,Multifamily Housing,,151.5,4161550021
4539425,Multifamily Housing,48,,4161697501
4445257;4819828;4445259;4445258;4832318;4592121,Multifamily Housing,88,98,4161750001
4303817,Multifamily Housing,100,,4161770001
4303818,Multifamily Housing,100,,4161770035
4303819,Multifamily Housing,82,103.1,4161770055
4303901,Senior Care Community,13,309.6,4161860036
4304796,Multifamily Housing,78,110.6,4162260062
4531751;4858192,Multifamily Housing,98,,4162267501
4304815,Multifamily Housing,68,125.7,4162270037
4304945,Multifamily Housing,84,,4162310044
4304979,Multifamily Housing,90,105.6,4162320045
4311307,Multifamily Housing,100,,4162337501
4305046,Multifamily Housing,83,,4162340044
5164932,Manufacturing/Industrial Plant,,523.8,5027050220
5089353,Multifamily Housing,100,,5000017501
5149659,Multifamily Housing,46,126.6,5000017502
5089354,Multifamily Housing,1,612.1,5000017503
5000009,Multifamily Housing,89,100.7,5000030001
5089355,Multifamily Housing,100,79.8,5000030015
5000016,Other,,7.8,5000040021
5000025,Office,91,124.1,5000050051
5000026,Multifamily Housing,98,77.2,5000050057
5000065,Multifamily Housing,88,,5000070050
5000077,Multifamily Housing,41,175.8,5000080019
5000078,Multifamily Housing,43,142.4,5000080025
5000083,Multifamily Housing,65,114.5,5000080046
5000084,Office,78,111.9,5000080060
5000091,Multifamily Housing,40,,5000100019
3817561,Office,74,151.6,5000110020
5000107,Multifamily Housing,12,169.5,5000130060
5000185,Office,99,,5000160054
5000305,Multifamily Housing,80,95,5000180099
5112218,Multifamily Housing,29,130.8,5000220070
5000527,Multifamily Housing,70,115.5,5000280077
5108496;5108497;5108498;5108499;5113003;5113004;5146062,Multifamily Housing,8,218.4,5000510001
See Primary BBL,See Primary BBL,,,5000510030
5001761;5001762;5001763,Multifamily Housing,4,,5000710001
See Primary BBL,See Primary BBL,,,5000710011
See Primary BBL,See Primary BBL,,,5000710025
5002173,Senior Care Community,34,224.4,5000910043
5002177,Office,29,296.8,5000910070
5106523,Hospital (General Medical & Surgical),61,412.5,5001020001
5002463,Hospital (General Medical & Surgical),100,200.2,5001020262
5002835,Senior Care Community,28,270.4,5001190104
5132993,Multifamily Housing,85,104.4,5001690001
5006534,Multifamily Housing,,118.6,5002400003
5006535,Multifamily Housing,54,129.2,5002400016
5006783,Multifamily Housing,49,126.2,5002507501
5006886,Multifamily Housing,48,126.6,5002517501
5008971,Urgent Care/Clinic/Other Outpatient,,372.8,5003270035
5008972,Multifamily Housing,7,186.2,5003270060
5814759,Multifamily Housing,38,147.5,5004910011
5013238,Office,68,166,5004970009
5152029;5801862;5158039,Office,100,63.8,5005030001
5106863;5106854;5106855;5106856;5106857;5106863;5149135;5149136,Residential Care Facility,100,103.2,5005340001
5013953,Senior Care Community,15,345.2,5005340049
5110952,Senior Care Community,40,278.1,5005340120
5134530,Multifamily Housing,17,147.1,5005380012
5108859;5108860;5108861;5108862;5108863;5113114;5157567,Multifamily Housing,22,189.6,5005450100
5112220,Multifamily Housing,58,133.8,5005797501
5015140;5819958,Multifamily Housing,64,126.1,5005890035
5015141,Multifamily Housing,66,128.4,5005890044
5015142,Multifamily Housing,58,127.2,5005890053
5015146,Multifamily Housing,38,160.2,5005900001
5015196,Multifamily Housing,,39.7,5005930001
5106890;5106891;5106892;5106893;5106894;5106895;5154618;5154619;5154620;5154621;5154622;5154623;5154624,College/University,,258.8,5005930500
5015262,Multifamily Housing,89,80.8,5005930590
5117073,Multifamily Housing,10,186,5005950015
5015638,Multifamily Housing,53,132,5006107501
5015704,Multifamily Housing,44,,5006107502
5147346,Multifamily Housing,1,247.9,5006310071
5089818,Multifamily Housing,,172,5006317501
5108960;5108961;5108962;5108963;5108964;5108965;5110030,Multifamily Housing,10,200.9,5007060001
5019056,Multifamily Housing,,124.4,5007520001
5132507,Multifamily Housing,45,126.2,5009550025
5116747,Multifamily Housing,69,123.8,5010350019
5024915;5806999,Other - Mall,,454.6,5010520001
5110054,Retail Store,76,163,5010530138
5107122,Manufacturing/Industrial Plant,,17.6,5011610001
5108442,Non-Refrigerated Warehouse,93,,5011610010
5157635,Non-Refrigerated Warehouse,,,5012080004
5027380,Self-Storage Facility,,38.4,5012080010
5027918,Senior Care Community,20,191.7,5012340052
5109114;5109118;5109119;5109120;5109121;5109122;5109123;5109124;5109125;5109126;5109127;5109128;5109129;5109130;5109131;5109132;5109989;5110007;5110012;5110014;5110016;5110121,Multifamily Housing,4,226.7,5012450001
See Primary BBL,See Primary BBL,,,5012480200
5141899,Retail Store,76,235.3,5012500011
Not Available,Retail Store,89,105.2,5012500090
5028501,Office,97,352.1,5012680278
5109140;5164281;5112687;5164292;5164291;5164290;5164289;5112688;5164294;5164293;5109139,Multifamily Housing,27,167.2,5012720011
5154385,Movie Theater,,253.2,5013800001
5028665,Retail Store,55,204,5013800155
Not Available,Retail Store,,792.3,5014790001
5109281;5109282;5109286;5109287;5109288;5109075;5109289;5109290;5109291;5109293;5109280;5109294;5111951;5840597;5109295;5109283;5130252;5109284;5109285;5109292;5130250;5130251;5130253;5153877,Multifamily Housing,60,116.2,5014940050
5090180,K-12 School,76,114.1,5015110200
5151774,Supermarket/Grocery Store,72,535.3,5015440120
5113281,Office,,214.7,5017250085
5151612,Mixed Use Property,53,179.6,5017250195
5146526,Office,56,217.7,5017250300
5151613,Hotel,61,145.8,5017250510
5141913,Office,63,195.8,5017250550
5153230;5153233;5153234;5141912;5153222;5153231;5849971,Hotel,16,304.2,5017250570
5107367;5107366;5812310,K-12 School,99,,5022360001
Not Available,Senior Care Community,69,187.2,5022500250
Not Available,Senior Care Community,54,271.5,5022500370
5132232; 5843862,Other - Mall,,209.1,5024000015
5039657,Retail Store,64,124,5024000118
5039658,Enclosed Mall,,383.2,5024000180
Not Available,Retail Store,75,151.8,5024000210
5128253;5104718;5104717,Multifamily Housing,38,160.6,5024007501
5108454,Supermarket/Grocery Store,94,435,5024400002
5040075,Multifamily Housing,69,119.8,5024507501
5040473,Multifamily Housing,72,,5024507506
5090787,Multifamily Housing,35,,5024527501
5121202; 5121203; 5121204,Multifamily Housing,67,102.5,5024527503
5127008; 5127009; 5127011; 5159252,Retail Store,,450.9,5024600098
5134938,Other - Entertainment/Public Assembly,,138.3,5026380060
5041883,Manufacturing/Industrial Plant,,528.6,5027050225
5104123,Retail Store,95,118,5028000037
5042251,Multifamily Housing,30,178.2,5028320017
5042254,Multifamily Housing,68,,5028320068
5042253,Multifamily Housing,86,101,5028327501
5122638,Multifamily Housing,92,89.9,5028330031
5043008;5802118,Multifamily Housing,67,90.1,5028627501
5129367,Multifamily Housing,59,138.2,5028670214
5109250;5109251;5110026,Multifamily Housing,100,64.8,5028710001
5043303;5819076˜˜,Non-Refrigerated Warehouse,100,20,5028730034
5043324,Multifamily Housing,41,156.6,5028770025
5043578,Multifamily Housing,,93.7,5028930001
5043579,Multifamily Housing,,95.9,5028940001
5106239;5106237;5106238,Multifamily Housing,100,53.4,5029220001
5112730,Retail Store,57,207.9,5029220020
5106235; 5106233,Multifamily Housing,77,116.9,5029220150
5116727;5109255;5109256,Multifamily Housing,94,89.6,5029220265
5127028,Multifamily Housing,30,133.5,5029860012
5811602;5113344;5113345;5113347;5113343;5811598;5811600;5811601,Residence Hall/Dormitory,,82.5,5030950021
5106093;5106092,Multifamily Housing,45,159.6,5031250116
5046266,Multifamily Housing,,,5031570001
5046935,Multifamily Housing,62,119.7,5031910061
5047048,Office,3,495.3,5031970001
5109508;5109509;5109510;5109511;5109512;5109513;5109514;5116731,Multifamily Housing,14,196.6,5032430100
5048706,Other,6,330.8,5033070005
5049717,Hospital (General Medical & Surgical),89,,5033550032
5113497,Medical Office,,196.4,5033550050
5104756,Medical Office,,,5033550065
5109567;5109568;5109569;5109570;5109572;5109573;5109574;5116737;5146061,Multifamily Housing,6,213.8,5035320500
5091251,Multifamily Housing,99,76.5,5035437501
5095450,Multifamily Housing,43,137.3,5035857501
5109580,Multifamily Housing,57,136.3,5035857502
5854374,Supermarket/Grocery Store,,,5039010017
5055377,Retail Store,,145.1,5039690001
5107585,Strip Mall,,112.3,5039830013
5107591,Supermarket/Grocery Store,96,411,5039830130
5061307;5164255  ,Multifamily Housing,99,60.4,5045007501
5128445,Other - Entertainment/Public Assembly,,342.2,5052360031
5157876;5112283;5112299;5112301;5112302;5112303;5112304;5112307;5112294;5112300;5112306;5112296;5112297;5112293;5112295;5112298;5112305;5112308,Multifamily Housing,96,71,5054917501
5073190,Supermarket/Grocery Store,36,552.7,5054970007
5153773,Other,,51.1,5059000036
5107747;5800921;5163470,K-12 School,85,95.3,5064750001
5082757,Hospital (General Medical & Surgical),30,,5066700001
5158451,Retail Store,83,185.7,5071050520
5110511;5110512;5155571,Supermarket/Grocery Store,58,493.9,5077020001
5088569,Distribution Center,1,377.8,5079910100
,,,,2051410020
,,,,3088400103
,,,,3088420280
,,,,2051410810
,,,,2051410035
,,,,2051410009
,,,,2051410015
,,,,1000080051
,,,,1000167521
,,,,1000230007
,,,,1000240029
,,,,1000300005
,,,,1000330022
,,,,1000407501
,,,,1000417504
,,,,1000510007
,,,,1000530002
,,,,1000530038
,,,,1000647502
,,,,1000657502
,,,,1000680016
,,,,1000770015
,,,,1000770024
,,,,1000787508
,,,,1000847501
,,,,1000880001
,,,,1000900007
,,,,1000900014
,,,,1000927501
,,,,1000937501
,,,,1001237502
,,,,1001347501
,,,,1001457501
,,,,1001490012
,,,,1001497501
,,,,1001580001
,,,,1001740031
,,,,1001760026
,,,,1001940042
,,,,1002007502
,,,,1002020023
,,,,1002090019
,,,,1002090028
,,,,1002280020
,,,,1002317503
,,,,1002330030
,,,,1002487501
,,,,1002767503
,,,,1002830018
,,,,1002920015
,,,,1002920016
,,,,1003467501
,,,,1003497501
,,,,1003530047
,,,,1003537501
,,,,1003720041
,,,,1004120048
,,,,1004127501
,,,,1004250004
,,,,1004260005
,,,,1004390026
,,,,1004620004
,,,,1004620007
,,,,1004649006
,,,,1004667502
,,,,1004697506
,,,,1004740033
,,,,1004757505
,,,,1004770068
,,,,1004830035
,,,,1004860002
,,,,1004897502
,,,,1005000011
,,,,1005047501
,,,,1005077502
,,,,1005210001
,,,,1005210009
,,,,1005227502
,,,,1005310020
,,,,1005387501
,,,,1005418001
,,,,1005440045
,,,,1005447503
,,,,1005460033
,,,,1005460035
,,,,1005567502
,,,,1005570001
,,,,1005707503
,,,,1005750048
,,,,1005800019
,,,,1005940087
,,,,1005947505
,,,,1005957507
,,,,1005967501
,,,,1005970039
,,,,1006020058
,,,,1006050001
,,,,1006077503
,,,,1006367503
,,,,1006467502
,,,,1006750012
,,,,1006930001
,,,,1006930010
,,,,1006990049
,,,,1007000027
,,,,1007000032
,,,,1007000034
